SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220824-0000256,54:39.2,2227.05,1389.76,2880.52,30.3,4648.02,108.07,197.96,30.3,4181.4,1260.651769,152.2901361,191.9480952,30.3,103.1917687,15.95387755,13.29489796,30.3,73.69564626,0,1.01,9.09,30.3,40.4,0,0,30.3,40.4,853.034252,181.0486537,289.4793587,0,511.2163018,14.81938251,20.7474052,0,343.9024028,31599.19128,3571.827941,0,5068.318789,0
20220824-0000257,55:52.2,2226.04,1318.05,2952.23,30.3,459.55,171.7,86.86,30.3,4173.32,1117.528929,153.081131,187.7097024,30.3,45.33577381,17.73511905,8.993809524,30.3,77.19285714,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,900.0574632,142.240613,319.3657313,0,44.75392759,20.10248571,10.33059641,0,324.5334362,32097.295,3580.879638,0,5117.793555,0
20220824-0000259,58:40.2,2226.04,960.51,2891.63,30.3,4693.47,111.1,131.3,30.3,490.86,1270.202109,154.7292517,182.8787075,30.3,137.6348299,16.20122449,12.98571429,30.3,48.72734694,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,843.5965905,137.3631634,296.8220807,0,616.4958304,14.49491978,17.92209307,0,57.82248725,31440.35262,3571.232816,0,5064.129044,0
20220824-0000260,59:54.2,2224.02,908.6364,1225.13,30.3,4266.24,144.43,159.58,30.3,435.31,1241.189,150.3073068,160.7342857,30.3,131.3137415,16.39360544,15.3492517,30.3,50.9122449,0,0,1.01,30.3,40.4,0,0,30.3,40.4,857.076058,151.856051,159.5803941,0,593.3977457,18.42955354,24.52616073,0,66.23934033,33528.71816,3434.105072,0,5280.168856,1
20220824-0000260,59:54.2,2224.02,927.18,1225.13,30.3,4266.24,144.43,159.58,30.3,435.31,1266.519388,154.9559864,160.7342857,30.3,131.3137415,16.39360544,15.3492517,30.3,50.9122449,0,0,1.01,30.3,40.4,0,0,30.3,40.4,848.5901564,156.5526299,159.5803941,0,593.3977457,17.55195575,24.52616073,0,63.08508603,31932.11253,3540.314508,0,5028.732243,0
20220824-0000261,01:07.2,2230.08,1387.74,2891.63,30.3,4191.5,106.05,131.3,30.3,498.94,1281.129658,151.5553425,187.5694521,30.3,97.26438356,17.82027397,12.25143836,30.3,54.51924658,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,843.800752,160.2019207,296.7604656,0,482.295035,17.29639454,16.4688196,0,75.22802554,32061.62988,3515.512223,0,4948.076801,0
20220824-0000262,02:20.2,2226.04,1233.21,2560.35,30.3,4190.49,66.66,177.76,30.3,4165.24,1245.383867,147.7293333,209.3124,30.3,150.9748,15.6752,14.47666667,30.3,115.9614667,0,0,5.05,30.3,40.4,0,0,30.3,40.4,858.8765371,161.7378307,335.0807847,0,667.6824695,13.576208,29.22091979,0,478.6740577,32086.75262,3610.875492,0,5118.847102,0
20220824-0000263,02:21.2,2223.01,1236.24,2978.49,30.3,4266.24,164.63,94.94,30.3,436.32,1284.332603,161.095,204.6564384,30.3,103.3382192,18.67808219,11.47664384,30.3,53.74445205,0,2.02,1.01,30.3,40.4,0,0,30.3,40.4,843.8893442,179.3366856,319.915138,0,487.8149171,21.30835205,13.51499364,0,70.87859823,32108.54741,3519.826063,0,4989.187495,0
20220824-0000263,02:21.2,2211.89495,1298.052,2978.49,30.3,4266.24,164.63,94.94,30.3,436.32,1348.549233,144.9855,204.6564384,30.3,103.3382192,18.67808219,11.47664384,30.3,53.74445205,0,2.02,1.01,30.3,40.4,0,0,30.3,40.4,835.4504508,161.403017,319.915138,0,487.8149171,23.43918726,13.51499364,0,77.96645805,32429.63288,3167.843457,0,5488.106245,1
20220824-0000264,03:34.2,2228.06,1387.74,1866.48,30.3,4267.25,156.55,95.95,30.3,4172.31,1248.448716,144.4709459,224.2677703,30.3,71.69635135,18.14587838,11.08952703,30.3,101.3616892,0,0,2.02,30.3,40.4,0,0,30.3,40.4,852.9978298,156.3268285,326.6641678,0,347.6382747,21.94457721,12.4479619,0,477.7510615,31398.69012,3261.319838,0,4932.705165,0
20220824-0000264,03:34.2,2216.9197,1457.127,1866.48,30.3,4267.25,156.55,95.95,30.3,4172.31,1310.871152,130.0238514,224.2677703,30.3,71.69635135,18.14587838,11.08952703,30.3,101.3616892,0,0,2.02,30.3,40.4,0,0,30.3,40.4,844.4678515,140.6941456,326.6641678,0,347.6382747,24.13903493,12.4479619,0,525.5261677,31712.67702,2935.187854,0,5425.975682,1
20220824-0000265,04:48.2,2223.01,1010,1538.23,30.3,4667.21,139.38,173.72,30.3,4165.24,1286.906027,151.3893151,195.1582877,30.3,137.3461644,17.52972603,12.77027397,30.3,71.37794521,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,846.6712093,147.1163854,246.6288251,0,611.2335129,21.63330938,19.96284177,0,341.573028,31599.90131,3489.211324,0,4951.943458,0
20220824-0000266,06:01.2,2225.03,1520.05,3000.71,30.3,4713.67,185.84,204.02,30.3,487.83,1268.951633,151.3763265,234.7322449,30.3,134.1513605,19.58163265,15.27367347,30.3,43.45748299,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,847.8700799,173.21917,415.5828486,0,613.1250539,26.8766295,27.93251667,0,36.77826172,31289.12128,2782.395768,0,4742.77384,0
20220824-0000267,07:14.2,2228.06,1046.36,1842.24,30.3,4550.05,156.55,217.15,30.3,490.86,1261.895374,150.3731973,190.9930612,30.3,139.4006122,17.04632653,13.42544218,30.3,48.72734694,0,1.01,2.02,30.3,40.4,0,0,30.3,40.4,846.3001271,147.67984,241.4519261,0,610.3547218,18.19872904,21.88689014,0,57.86484026,32125.02253,3504.88325,0,5013.811294,0
20220824-0000268,08:28.2,2226.04,1227.15,2497.73,30.3,4184.43,102.01,142.41,30.3,4156.15,1203.028052,156.4057143,172.7034416,30.3,70.20155844,17.85207792,12.17902597,30.3,74.72032468,0,1.01,15.15,30.3,40.4,0,0,30.3,40.4,876.4183236,166.4045657,250.9697141,0,334.4763458,16.10629863,17.11076841,0,334.3466386,31599.22259,3515.23612,0,4980.91812,0
20220824-0000269,09:42.2,2227.05,1575.6,1353.4,30.3,4188.47,107.06,204.02,30.3,487.83,1277.905959,161.4616438,186.5525342,30.3,68.85986301,16.8310274,11.39363014,30.3,51.37856164,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,840.9152913,213.9294394,213.5184523,0,342.1310455,16.07198558,18.22143746,0,65.58374222,32096.74253,3517.811485,0,4929.961482,0
20220824-0000270,10:55.2,2233.11,1315.02,1222.1,30.3,4525.81,186.85,217.15,30.3,4171.3,1232.434106,158.389404,164.6233113,30.3,104.7256291,18.20675497,13.71860927,30.3,100.1170861,0,2.02,7.07,30.3,40.4,0,0,30.3,40.4,867.7874412,193.0723832,171.7552546,0,506.8651651,23.17440324,23.9481773,0,472.095113,31398.34369,3509.31425,0,5000.50704,0
20220824-0000272,13:28.2,2224.02,696.9,1254.42,30.3,453.49,98.98,18.18,30.3,437.33,1233.9372,139.1645333,170.1109333,30.3,46.0156,15.90413333,9.0092,30.3,50.7424,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,849.4798644,123.7894922,196.9527711,0,47.38132762,15.68916898,5.877683899,0,62.50718542,31856.12619,3548.300519,0,5012.679764,0
20220824-0000273,13:29.2,2227.05,1575.6,2151.3,30.3,4390.47,145.44,137.36,30.3,420.16,1249.565267,149.0288667,193.92,30.3,161.0680667,17.33833333,12.32873333,30.3,45.4904,0,0,12.12,30.3,40.4,0,0,30.3,40.4,857.2460518,170.0581888,266.6557134,0,681.1747899,18.37456323,19.50451365,0,43.41192753,31502.24744,3601.297974,0,5072.873083,0
20220824-0000274,14:42.2,2227.05,753.46,3001.72,30.3,4658.12,186.85,196.95,30.3,4171.3,1185.548228,144.6409494,179.78,30.3,106.823481,18.15443038,13.49436709,30.3,95.41303797,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,879.1471161,123.2982428,292.3010568,0,494.5065004,23.47622013,23.74647727,0,462.6733723,31932.98012,3563.545582,0,5054.334652,0
20220824-0000275,15:59.2,2227.05,666.6,2154.33,30.3,4299.57,181.8,177.76,30.3,437.33,1192.816474,141.3546795,178.2908974,30.3,128.7491026,17.5325641,14.61910256,30.3,45.48237179,0,2.02,6.06,30.3,40.4,0,0,30.3,40.4,871.8903963,115.5124526,255.9157712,0,574.3212098,21.08535489,23.84596599,0,44.59959992,31501.22128,3505.422338,0,4935.685102,0
20220824-0000276,17:21.2,2225.03,1071.61,2581.56,30.3,4649.03,98.98,176.75,30.3,480.76,1247.666467,150.7122,180.5341333,30.3,166.2392667,16.89393333,13.9986,30.3,45.86746667,0,0,7.07,30.3,40.4,0,0,30.3,40.4,863.3047513,150.2207123,275.4316647,0,710.2042598,16.3954982,24.71896739,0,47.11089936,31501.34753,3476.742511,0,4878.339929,0
20220824-0000277,18:34.2,2225.03,1122.11,2522.98,30.3,4276.34,118.17,133.32,30.3,435.31,1174.866519,154.056962,210.5018987,30.3,119.953481,17.87955696,11.9921519,30.3,45.37329114,0,0,14.14,30.3,40.4,0,0,30.3,40.4,876.8769432,151.7068923,347.374462,0,571.5442796,19.22494392,18.84887284,0,43.47740649,31598.02372,3482.840445,0,4954.714215,0
20220824-0000278,19:51.2,2227.05,1579.64,3001.72,30.3,4483.39,170.69,200.99,30.3,451.47,1189.559872,147.5117949,163.6847436,30.3,124.7997436,16.46429487,15.62910256,30.3,52.68833333,0,0,8.08,30.3,40.4,0,0,30.3,40.4,867.0482863,154.6437496,255.0547757,0,584.4592064,19.98095962,29.69380864,0,67.57849304,32002.74991,3539.321027,0,5015.057695,0
20220824-0000279,21:13.2,2223.01,740.33,1268.56,30.3,4299.57,122.21,101,30.3,4177.36,1267.213333,137.8959184,180.3365306,30.3,134.7903401,18.9770068,12.93761905,30.3,82.35278912,0,1.01,6.06,30.3,40.4,0,0,30.3,40.4,849.9146127,111.9271127,223.2900074,0,594.9825848,19.64540214,17.06571774,0,346.8284451,31598.56003,3477.106368,0,4869.027571,0
20220824-0000280,22:26.2,2226.04,1185.74,2954.25,30.3,4184.43,183.82,85.85,30.3,478.74,1197.65414,154.5621656,215.7990446,30.3,74.80433121,18.11566879,10.63394904,30.3,55.74942675,0,0,8.08,30.3,40.4,0,0,30.3,40.4,877.54983,176.179233,390.7501691,0,334.013851,23.47756775,12.35235181,0,77.12142144,31287.00634,3252.359938,0,4966.973898,0
20220824-0000282,25:05.2,2223.01,698.92,2280.58,30.3,4483.39,170.69,84.84,30.3,4171.3,1256.808514,138.6907432,207.2888514,30.3,101.4299324,17.21777027,10.40709459,30.3,104.1528378,0,0,20.2,30.3,40.4,0,1.01,30.3,40.4,848.2110035,120.5327947,282.9973989,0,497.0288951,19.92853585,8.468271724,0,478.3385034,31775.34134,3445.667516,0,4787.343197,0
20220824-0000283,26:19.2,2226.04,1438.24,2951.22,30.3,4270.28,122.21,221.19,30.3,459.55,1156.838944,148.2567081,165.4392547,30.3,95.37285714,17.37074534,14.32192547,30.3,45.39354037,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,893.8272538,153.4560897,274.3072381,0,469.7701083,17.93668007,26.69437074,0,44.64971836,31599.1125,3405.379992,0,4999.069745,0
20220824-0000284,27:32.2,2227.05,1407.94,2954.25,30.3,4296.54,185.84,136.35,30.3,478.74,880.1984038,151.0637559,143.7851174,30.3,107.4156338,16.97558685,9.82971831,30.3,42.5385446,0,0,3.03,30.3,40.4,0,0,30.3,40.4,918.9710401,142.7044384,315.3722378,0,495.4400308,16.22309699,18.18871609,0,29.97088153,31490.26884,3130.248218,0,4746.624258,0
20220824-0000285,28:53.2,2227.05,781.74,2038.18,30.3,4339.97,79.79,85.85,30.3,479.75,1137.561768,143.3584146,173.7015244,30.3,72.0795122,15.88286585,11.70121951,30.3,45.50542683,0,2.02,9.09,30.3,40.4,0,0,30.3,40.4,890.7012083,121.7345128,265.6190077,0,337.876946,12.91621073,14.78272558,0,46.00751746,31775.83119,3568.431128,0,5055.014552,0
20220824-0000286,30:15.2,2223.01,1000.91,2280.58,30.3,4307.65,79.79,95.95,30.3,477.73,1267.577297,157.3689189,194.7798649,30.3,265.6027027,16.67864865,12.55675676,30.3,61.59635135,0,0,22.22,30.3,40.4,0,1.01,30.3,40.4,853.9999263,178.0120956,288.6001551,0,942.2703882,13.92822774,16.68524988,0,88.88569484,31690.48619,3373.050955,0,4971.059612,0
20220824-0000287,31:28.2,2229.07,1030.2,1659.43,30.3,4181.4,80.8,175.74,30.3,4171.3,1117.900659,147.4176647,163.1664072,30.3,65.22664671,16.40796407,11.49101796,30.3,99.19772455,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,897.5060807,141.539726,222.0310945,0,319.4900416,13.25092696,19.71896529,0,452.2325318,31932.4125,3132.014629,0,4773.086157,0
20220824-0000288,32:56.2,2223.01,852.44,1244.32,30.3,4208.67,185.84,132.31,30.3,450.46,700.7349624,150.1558647,104.9260902,30.3,74.92984962,18.59007519,6.621954887,30.3,49.26977444,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,892.1686465,93.65237273,172.3224131,0,361.6394034,18.53936702,14.13386119,0,58.43134528,32066.995,3562.078984,0,5151.476609,0
20220824-0000288,32:56.2,2223.01,835.3912,1244.32,30.3,4208.67,185.84,132.31,30.3,450.46,686.7202632,145.6511887,104.9260902,30.3,74.92984962,18.59007519,6.621954887,30.3,49.26977444,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,901.090333,90.84280155,172.3224131,0,361.6394034,19.46633537,14.13386119,0,61.35291255,33670.34475,3455.216615,0,5409.05044,1
20220824-0000289,35:08.2,2226.04,1536.21,2038.18,30.3,4585.4,159.58,196.95,30.3,4171.3,1167.503188,153.6715,187.759,30.3,177.2234375,19.8149375,12.2525625,30.3,73.7236875,0,1.01,14.14,30.3,40.4,0,1.01,30.3,40.4,883.1185017,169.1155614,273.5086472,0,747.7996727,22.32071837,20.99237204,0,329.4400587,31917.75134,3404.351526,0,5013.278981,0
20220824-0000290,36:31.2,2229.07,1002.93,1659.43,30.3,4208.67,144.43,215.13,30.3,456.52,1183.784331,144.1919745,161.548535,30.3,96.18802548,18.14783439,13.54815287,30.3,45.64299363,0,2.02,9.09,30.3,40.4,0,0,30.3,40.4,873.7170695,141.3012349,205.2817012,0,467.3451791,21.38175771,24.42292059,0,45.65915876,31932.87003,3181.258514,0,4896.122489,0
20220824-0000291,37:51.2,2224.02,1536.21,2843.15,30.3,4305.63,128.27,196.95,30.3,4171.3,1190.226731,162.1244231,183.7034615,30.3,75.87948718,17.32538462,12.43076923,30.3,102.9746795,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,869.5457097,204.8538146,298.5764361,0,344.6451825,16.56715737,22.92565892,0,465.8651427,31599.6175,3524.574663,0,5012.703191,0
20220824-0000292,39:09.2,2227.05,907.99,1707.91,30.3,4630.85,99.99,101,30.3,450.46,1177.717532,151.5511392,166.4710127,30.3,156.6842405,16.4093038,11.97936709,30.3,50.23791139,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,874.6414054,141.9911717,224.8421286,0,690.2265878,13.90464657,15.82612985,0,61.08711301,31798.31884,3494.385693,0,4993.266066,0
20220824-0000293,40:26.2,2227.05,1068.58,2990.61,30.3,4701.55,128.27,142.41,30.3,4165.24,1057.458523,147.901875,185.8457386,30.3,121.3205114,16.74534091,11.27642045,30.3,68.24960227,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,912.0297397,144.0692716,373.8817628,0,579.3688388,16.53449318,19.89314777,0,312.4391833,32059.43616,3187.293531,0,4751.787299,0
20220824-0000294,41:43.2,2226.04,1420.06,1274.62,30.3,4630.85,99.99,175.74,30.3,417.13,1212.957871,165.7963871,167.7512258,30.3,181.5067742,17.00058065,12.55658065,30.3,42.84354839,0,0,5.05,30.3,40.4,0,0,30.3,40.4,874.7549164,199.4606899,201.7747759,0,758.6394923,15.86219168,19.1721423,0,30.16239202,31776.33619,3131.554265,0,4798.515839,0
20220824-0000295,43:05.2,2223.01,1289.77,2125.04,30.3,4593.48,141.4,208.06,30.3,4165.24,1082.009477,149.6150581,163.1678488,30.3,117.2011047,17.32267442,12.75418605,30.3,73.58906977,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,903.5476484,154.2509651,258.4284057,0,559.875383,16.93550084,23.96948192,0,318.552997,31978.68262,3477.007352,0,4940.147336,0
20220824-0000296,44:43.2,2228.06,1143.32,1393.8,30.3,477.73,184.83,175.74,30.3,463.59,1252.85723,150.1351351,190.4259459,30.3,54.60141892,17.26554054,12.57040541,30.3,51.18925676,0,0,19.19,30.3,40.4,0,0,30.3,40.4,851.6211995,158.731904,227.5029969,0,75.91998646,19.06332614,19.25936573,0,64.3867393,31931.68631,2933.953724,0,4681.89109,0
20220824-0000297,45:57.2,2226.04,1205.94,2125.04,30.3,4622.77,80.8,196.95,30.3,422.18,1270.023469,150.6411565,182.9405442,30.3,159.9647619,16.42795918,13.63843537,30.3,42.99714286,0,0,23.23,30.3,40.4,0,0,30.3,40.4,848.6624032,173.5210253,243.2324829,0,698.8163447,14.46973674,22.49923628,0,31.38283907,32053.59634,1999.37856,0,4167.676821,0
20220824-0000298,47:11.2,2232.1,1293.81,1393.8,30.3,4397.54,158.57,181.8,30.3,461.57,1222.751184,157.2410526,161.3607895,30.3,104.8007895,19.13019737,14.09348684,30.3,48.47335526,0,0,9.09,30.3,40.4,0,1.01,30.3,40.4,865.1993893,187.3392993,178.8241201,0,489.969356,23.54857933,22.99253709,0,56.07748168,31361.02116,3149.190466,0,4830.991266,0
20220824-0000300,49:38.2,2229.07,1381.68,1655.39,30.3,4189.48,182.81,207.05,30.3,4173.32,1203.02729,153.6242581,194.7019355,30.3,69.8463871,19.73083871,12.91496774,30.3,72.43329032,0,0,14.14,30.3,40.4,0,0,30.3,40.4,873.5128825,170.2708679,255.8587278,0,333.5621651,26.00267294,22.37494161,0,333.80136,31599.99625,3349.274783,0,5006.157877,0
20220824-0000302,52:10.2,2224.02,1249.37,1173.62,30.3,4432.89,182.81,177.76,30.3,478.74,1244.509799,157.1939597,154.6316779,30.3,156.3330872,17.49536913,15.86852349,30.3,48.75791946,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,851.112147,160.8054102,145.0060719,0,680.9772851,20.38851747,27.49985973,0,57.63402864,32080.66131,3334.479142,0,4917.898799,0
20220824-0000303,53:26.2,2227.05,1268.56,1859.41,30.3,4649.03,160.59,129.28,30.3,4163.22,1164.117107,158.3667296,162.0065409,30.3,122.8579245,17.29704403,13.10459119,30.3,73.88880503,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,881.2793427,170.33039,208.5019446,0,596.7850515,17.97346805,19.46623278,0,330.8641261,31662.60009,3358.339293,0,4955.430366,0
20220824-0000304,54:48.2,2224.02,630.24,1807.9,30.3,4188.47,182.81,177.76,30.3,441.37,1205.164581,137.0602581,171.1787097,30.3,75.55451613,17.15696774,13.16909677,30.3,48.11509677,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,874.6206557,111.8653684,208.2667831,0,336.6676537,18.47950513,21.31779351,0,54.91928145,31931.57622,3357.584145,0,4946.927469,0
20220824-0000305,56:01.2,2225.03,1188.77,1185.74,30.3,4345.02,183.82,207.05,30.3,487.83,1261.762973,159.2797297,158.7610811,30.3,155.0077027,19.87243243,15.06810811,30.3,57.10594595,0,0,27.27,30.3,40.4,0,0,30.3,40.4,852.6317377,174.5978643,142.0484926,0,687.5388632,25.00261423,27.8654052,0,80.92442691,32002.16512,3178.946769,0,4819.863399,0
20220824-0000306,56:02.2,2231.09,1116.05,1235.23,30.3,4631.86,179.78,142.41,30.3,4163.22,1249.396933,161.8962667,187.0722,30.3,162.711,19.44586667,12.625,30.3,75.94526667,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,864.5355418,173.02699,225.1925118,0,704.7256463,24.72308019,17.50446866,0,339.5771269,32051.11881,2677.918438,0,4722.931958,0
20220824-0000307,57:18.2,2223.01,678.72,1230.18,30.3,46.46,117.16,82.82,30.3,454.5,1151.998519,148.7567901,160.3406173,30.3,40.52469136,17.63135802,10.34938272,30.3,50.5,0,2.02,19.19,30.3,40.4,0,1.01,30.3,40.4,894.5393614,115.8362137,190.4727561,0,0.799642756,17.80480282,12.84003541,0,62.78527023,31286.89625,3491.854413,0,4880.505914,0
20220824-0000307,57:18.2,2223.01,665.1456,1230.18,30.3,46.46,117.16,82.82,30.3,454.5,1128.958548,144.2940864,160.3406173,30.3,40.52469136,17.63135802,10.34938272,30.3,50.5,0,2.02,19.19,30.3,40.4,0,1.01,30.3,40.4,903.484755,112.3611273,190.4727561,0,0.799642756,18.69504296,12.84003541,0,65.92453374,32851.24106,3387.098781,0,5124.53121,1
20220824-0000308,57:19.2,2224.02,928.19,1617.01,30.3,476.72,116.15,140.39,30.3,482.78,603.0946104,165.1874675,97.02558442,30.3,48.73577922,19.68844156,6.210844156,30.3,45.85006494,0,1.01,0,30.3,40.4,0,0,30.3,40.4,858.3731754,114.5677073,199.5282419,0,59.14815518,14.28924036,14.27093308,0,47.58465232,31690.58012,3515.434174,0,5038.486127,0
20220824-0000309,58:40.2,2226.04,1401.88,2951.22,30.3,4345.02,183.82,220.18,30.3,487.83,1220.790987,148.5563816,203.1096711,30.3,82.80671053,18.22651316,14.66493421,30.3,43.34361842,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,861.9731217,153.4217774,396.6441875,0,355.1628452,21.69504314,28.46552416,0,36.17339677,31775.81503,3525.991168,0,5002.077906,0
20220824-0000309,58:40.2,2226.04,1373.8424,2951.22,30.3,4345.02,183.82,220.18,30.3,487.83,1196.375167,144.0996901,203.1096711,30.3,82.80671053,18.22651316,14.66493421,30.3,43.34361842,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,870.5928529,148.8191241,396.6441875,0,355.1628452,22.7797953,28.46552416,0,37.98206661,33364.60578,3420.211433,0,5252.181801,1
20220824-0000310,59:54.2,2223.01,1129.18,2959.3,30.3,4305.63,140.39,142.41,30.3,462.58,1267.014082,145.1720408,186.2797279,30.3,130.0014286,17.23870748,13.15748299,30.3,51.53061224,0,3.03,3.03,30.3,40.4,0,0,30.3,40.4,850.9432933,140.6504569,285.9427968,0,601.4796667,20.44123119,18.03516457,0,66.58015154,32036.9475,3600.844746,0,5125.611651,0
20220824-0000311,01:08.1,2226.04,1263.51,1291.79,30.3,4398.55,171.7,158.57,30.3,435.31,1219.334052,154.7676471,177.1394771,30.3,77.20228758,16.45045752,11.69091503,30.3,43.04712418,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,867.3432045,167.2306038,212.8145387,0,355.3956493,17.78167304,16.64113903,0,31.82664778,31288.99503,3286.811663,0,4891.377185,0
20220824-0000313,03:41.2,2226.04,1268.56,1388.75,30.3,4478.34,140.39,220.18,30.3,4168.27,1032.286961,171.3261326,152.3704972,30.3,113.8733149,18.18558011,12.57756906,30.3,70.10292818,0,4.04,10.1,30.3,40.4,0,0,30.3,40.4,913.6107664,185.1721539,204.7169255,0,548.6907703,19.80068269,25.18090393,0,310.0630358,31933.39119,3340.548998,0,4803.488655,0
20220824-0000314,04:58.2,2223.01,995.86,2959.3,30.3,4634.89,154.53,157.56,30.3,4162.21,1073.583295,150.297341,176.0961272,30.3,123.5936416,17.94647399,11.17421965,30.3,66.53156069,0,0,3.03,30.3,40.4,0,0,30.3,40.4,901.8523051,124.8650928,290.9838572,0,572.5075527,19.21283331,17.59763518,0,313.7659825,32000.16128,3134.106956,0,4758.908805,0
20220824-0000315,06:12.2,2226.04,1263.51,1291.79,30.3,4191.5,80.8,165.64,30.3,478.74,1270.953562,152.5515068,170.9044521,30.3,103.1514384,15.24684932,14.94938356,30.3,51.37164384,0,0,8.08,30.3,40.4,0,1.01,30.3,40.4,841.5725566,152.9436833,178.0995963,0,484.3717243,12.80148328,22.00694864,0,65.4418048,31599.72759,3518.271595,0,4958.756776,0
20220824-0000317,09:10.2,2226.04,1406.93,2282.6,30.3,4336.94,132.31,91.91,30.3,461.57,1094.314327,140.6735088,171.7118129,30.3,89.8545614,17.66614035,10.33625731,30.3,49.61994152,0,1.01,20.2,30.3,40.4,0,0,30.3,40.4,903.5437532,136.5447709,251.1128175,0,454.1975692,18.1795365,13.41097015,0,59.63172692,31287.96988,3333.955182,0,4883.705014,0
20220824-0000319,12:01.1,2228.06,1105.6066,1833.15,30.3,45.45,113.12,138.37,30.3,4174.33,1036.895139,156.2227368,162.8537931,30.3,40.48706897,17.07132184,10.80235632,30.3,116.208046,0,0,21.21,30.3,40.4,0,0,30.3,40.4,920.096232,160.7138244,225.992211,0,0.550601251,15.15848524,17.32173035,0,565.7474457,33597.81609,3079.462833,0,5143.139464,1
20220824-0000319,12:01.1,2228.06,1128.17,1833.15,30.3,45.45,113.12,138.37,30.3,4174.33,1058.056264,161.0543678,162.8537931,30.3,40.48706897,17.07132184,10.80235632,30.3,116.208046,0,0,21.21,30.3,40.4,0,0,30.3,40.4,910.9863684,165.6843551,225.992211,0,0.550601251,14.43665261,17.32173035,0,538.8070912,31997.92009,3174.703952,0,4898.228061,0
20220824-0000320,13:30.1,2222,1608.93,2569.44,30.3,4709.63,81.81,156.55,30.3,475.71,1117.875301,154.3596386,157.0489157,30.3,208.7657831,16.08698795,11.96180723,30.3,54.80771084,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,906.9502418,193.2905395,281.5280134,0,850.296992,13.04424242,20.51743073,0,75.01879203,31417.47006,3614.553937,0,5190.535898,0
20220824-0000321,13:31.2,2226.04,1296.84,2499.75,30.3,4198.57,132.31,198.97,30.3,4163.22,1256.756054,144.0795918,195.4315646,30.3,77.37836735,15.30802721,13.97510204,30.3,79.15102041,0,0,1.01,30.3,40.4,0,1.01,30.3,40.4,844.1771782,141.4631611,282.8994552,0,346.3607254,14.54543387,22.14146322,0,344.0240955,31500.57488,3478.602113,0,4969.943439,0
